File_Name,Channel_1_mean,Channel_1_std,Channel_1_max,Channel_1_min,Channel_1_rms,Channel_1_peak_to_peak,Channel_2_mean,Channel_2_std,Channel_2_max,Channel_2_min,Channel_2_rms,Channel_2_peak_to_peak,Channel_3_mean,Channel_3_std,Channel_3_max,Channel_3_min,Channel_3_rms,Channel_3_peak_to_peak,Channel_4_mean,Channel_4_std,Channel_4_max,Channel_4_min,Channel_4_rms,Channel_4_peak_to_peak,Channel_5_mean,Channel_5_std,Channel_5_max,Channel_5_min,Channel_5_rms,Channel_5_peak_to_peak,Channel_6_mean,Channel_6_std,Channel_6_max,Channel_6_min,Channel_6_rms,Channel_6_peak_to_peak,Channel_7_mean,Channel_7_std,Channel_7_max,Channel_7_min,Channel_7_rms,Channel_7_peak_to_peak,Channel_8_mean,Channel_8_std,Channel_8_max,Channel_8_min,Channel_8_rms,Channel_8_peak_to_peak
2003.11.01.06.31,-0.11758017578124999,0.09194947246127408,0.613,-0.654,0.14926420609997645,1.267,-0.11657890625,0.0825560287039427,0.479,-0.625,0.14285005865526448,1.104,-0.11634843749999998,0.09284860344464581,0.32,-0.591,0.14885503710090733,0.911,-0.1163162109375,0.07995156560489768,0.276,-0.508,0.14114430122938457,0.784,-0.11398701171874999,0.11067436454763722,0.432,-0.671,0.1588768510784178,1.103,-0.1132001953125,0.11475264524099478,0.449,-0.715,0.16119073735358913,1.164,-0.113050830078125,0.08252247151518811,0.305,-0.596,0.13996588329420898,0.901,-0.11350541992187502,0.08452803234356308,0.535,-0.671,0.1415219721580915,1.206
2003.11.01.06.41,-0.117704443359375,0.09449527879545919,0.496,-0.789,0.15094268349665668,1.2850000000000001,-0.1168345703125,0.08433565735659201,0.452,-0.581,0.14409309463633224,1.033,-0.11732573242187501,0.09504598086435567,0.291,-0.718,0.15099359578073793,1.009,-0.11793002929687499,0.08085954883193346,0.286,-0.552,0.14298866545032732,0.8380000000000001,-0.11506733398437499,0.11117538670367949,0.464,-0.674,0.1600014311154259,1.1380000000000001,-0.114405859375,0.1160727560292691,0.532,-0.75,0.1629772540925957,1.282,-0.114810107421875,0.08152123073132175,0.349,-0.603,0.14080863548153527,0.952,-0.1142822265625,0.08505327740072642,0.422,-0.542,0.14245872140619367,0.964
2003.11.01.06.51,-0.118023876953125,0.09259625253014013,0.444,-0.613,0.150012337871496,1.057,-0.116748291015625,0.08296295749559143,0.505,-0.583,0.14322365646597762,1.088,-0.11649746093750002,0.09425737078169623,0.271,-0.637,0.1498536297577156,0.908,-0.11621708984375001,0.08087520612492893,0.288,-0.493,0.14158817372047708,0.7809999999999999,-0.11379233398437501,0.10983070552800378,0.476,-0.637,0.15815017910325183,1.113,-0.11455390624999999,0.11499981115972523,0.413,-0.684,0.1623192964619618,1.097,-0.110814453125,0.08059232287228683,0.325,-0.669,0.13702177026788023,0.994,-0.11291259765624999,0.08297644548521922,0.41,-0.625,0.14012260779347405,1.035
2003.11.01.07.01,-0.11637055664062501,0.09303630655914236,0.361,-0.696,0.14898946536925228,1.057,-0.11574799804687501,0.08174863471776606,0.361,-0.542,0.14170546330356543,0.903,-0.116186181640625,0.09428966368692578,0.344,-0.522,0.14963211380723684,0.866,-0.11691508789062502,0.08002594712817716,0.249,-0.542,0.14168023853111758,0.791,-0.11355161132812501,0.11052890323147181,0.422,-0.72,0.15846326667327548,1.142,-0.11418769531249999,0.11553344738984538,0.437,-0.674,0.1624401650656712,1.111,-0.114353515625,0.08117949060367176,0.361,-0.72,0.1402384976761686,1.081,-0.11304877929687503,0.08364878686752321,0.52,-0.623,0.14063124135455063,1.143
2003.11.01.07.11,-0.11941284179687502,0.09254126096813588,0.461,-0.662,0.15107386196022835,1.123,-0.117754931640625,0.08216768624101788,0.325,-0.652,0.1435888316962382,0.9770000000000001,-0.11780805664062499,0.0953987981425535,0.32,-0.698,0.151590464398274,1.018,-0.118422802734375,0.07946197988732366,0.283,-0.52,0.1426119435919661,0.8029999999999999,-0.115313232421875,0.10961532428036927,0.469,-0.63,0.15909953139048486,1.099,-0.11523408203125,0.1176307662081976,0.376,-0.649,0.16466903418770787,1.025,-0.115688916015625,0.07982478709622588,0.288,-0.647,0.1405557609058701,0.935,-0.114883642578125,0.08338475970105988,0.378,-0.659,0.14195516715647188,1.037
2003.11.01.07.21,-0.116349951171875,0.09292802492994473,0.352,-0.63,0.148905772067701,0.982,-0.11644560546875,0.08366842500021272,0.508,-0.542,0.14338753214627833,1.05,-0.11793613281250001,0.0949633282586026,0.376,-0.803,0.15141652861137303,1.179,-0.11673994140624999,0.080010003319876,0.283,-0.676,0.14152672733721094,0.9590000000000001,-0.11423105468750001,0.11027048700870798,0.632,-0.979,0.15877126364728678,1.611,-0.11293085937499998,0.11581911537047318,0.491,-0.723,0.16176355116148694,1.214,-0.1141916015625,0.08140764158943402,0.361,-0.605,0.14023881765246918,0.966,-0.11400698242187501,0.0842284891172824,0.457,-0.691,0.14174635945914757,1.148
2003.11.01.07.31,-0.116610595703125,0.09242484581571776,0.344,-0.652,0.14879644872878142,0.996,-0.11631162109375,0.08287268898614265,0.454,-0.518,0.14281553060241733,0.972,-0.11739609375,0.09523076436128695,0.339,-0.674,0.15116461658931216,1.0130000000000001,-0.11662353515624999,0.08010619460969558,0.288,-0.483,0.14148516306379091,0.7709999999999999,-0.11443818359374999,0.11185999937413695,0.437,-0.786,0.16002736429816855,1.223,-0.11394960937500001,0.11603439136874964,0.415,-0.627,0.16262992792543216,1.042,-0.11387880859375002,0.0809028531064761,0.288,-0.605,0.1396912835058079,0.893,-0.11384169921875001,0.08303743825408004,0.442,-0.554,0.14090829866552396,0.996
2003.11.01.07.41,-0.11838916015624998,0.0919334424011009,0.417,-0.688,0.1498924650348334,1.105,-0.11705869140625,0.08319643061476606,0.481,-0.579,0.1436119190763122,1.06,-0.117600732421875,0.09338229718312745,0.288,-0.53,0.15016719246679475,0.8180000000000001,-0.117467626953125,0.07953138277759972,0.227,-0.591,0.14185867695885093,0.818,-0.114285986328125,0.11154070296039133,0.493,-0.706,0.1596953821745971,1.1989999999999998,-0.11509121093750001,0.11586408002456965,0.383,-0.681,0.1633109667934153,1.064,-0.11479477539062502,0.08064554984022108,0.327,-0.657,0.1402909304481784,0.984,-0.114326904296875,0.0841705591412984,0.513,-0.723,0.14196944767190448,1.236
2003.11.01.07.51,-0.11689711914062499,0.09157086358720715,0.403,-0.75,0.14849296118498134,1.153,-0.11715605468749998,0.08248334918653741,0.623,-0.645,0.14327960093107725,1.268,-0.11557631835937499,0.09333774061945962,0.291,-0.569,0.14855914374232618,0.8599999999999999,-0.11661015625000001,0.0813382541985586,0.249,-0.547,0.1421753851294898,0.796,-0.11376728515624998,0.10995054394286892,0.396,-0.571,0.15821541418318333,0.967,-0.1147431640625,0.1145806094701508,0.408,-0.613,0.16215643609066216,1.021,-0.11366157226562501,0.08073201454037135,0.359,-0.627,0.1394152473068876,0.986,-0.11111796874999999,0.08313285823626103,0.444,-0.586,0.13877418743288053,1.03
2003.11.01.08.01,-0.11721259765625,0.0936470273940212,0.376,-0.701,0.15002852658432161,1.077,-0.116137060546875,0.08441129262029083,0.752,-0.605,0.1435725710374265,1.357,-0.11658642578125003,0.09453052763834727,0.288,-0.645,0.15009468788745076,0.933,-0.115848876953125,0.08106912236652021,0.278,-0.481,0.14139718841822183,0.759,-0.11396850585937501,0.1142902171861058,0.613,-1.169,0.1614034512402558,1.782,-0.11335415039062499,0.11637318581326604,0.571,-0.676,0.16245578409865674,1.2469999999999999,-0.11374091796875001,0.08191321964299984,0.371,-0.632,0.14016694322362977,1.0030000000000001,-0.11163310546875001,0.08580438586981838,0.488,-0.869,0.1407989448507827,1.357
2003.11.01.08.11,-0.11849111328124999,0.0922460244270111,0.371,-0.627,0.15016481927941294,0.998,-0.118124853515625,0.08169175036449679,0.527,-0.542,0.14362110950589096,1.069,-0.11740590820312499,0.09389686742985631,0.283,-0.679,0.15033552139843936,0.962,-0.117467724609375,0.07973672274675522,0.227,-0.508,0.14197398099404296,0.735,-0.114816259765625,0.10994064662599497,0.417,-0.83,0.15896452210197523,1.2469999999999999,-0.11540322265624998,0.11858937207567122,0.388,-0.745,0.16547308835200364,1.133,-0.11498623046874998,0.08242885252366891,0.356,-0.63,0.14147914661101563,0.986,-0.11280166015625,0.0838336628365219,0.513,-0.603,0.14054286733446755,1.116
2003.11.01.08.21,-0.11646640625,0.08987568967254833,0.325,-0.591,0.1471124174871253,0.9159999999999999,-0.11713466796875001,0.08126690226408716,0.459,-0.549,0.14256521260023428,1.008,-0.116921533203125,0.09312881622420187,0.344,-0.559,0.14947782891750408,0.903,-0.11685751953124998,0.08089129781748637,0.31,-0.544,0.14212347425247437,0.8540000000000001,-0.11510673828125002,0.10950105920179182,0.381,-0.591,0.158871152712072,0.972,-0.11401225585937502,0.11486107520757755,0.435,-0.64,0.16183899741404845,1.075,-0.114059228515625,0.08071800750838416,0.334,-0.686,0.1397315438464169,1.02,-0.11425673828125,0.0835387792593502,0.532,-0.671,0.14153914611446722,1.203
2003.11.01.08.31,-0.11626220703125001,0.09381414574990951,0.371,-0.723,0.14939208388185266,1.0939999999999999,-0.11628837890625002,0.08278729416938133,0.41,-0.535,0.14274706002062268,0.9450000000000001,-0.11618359375000001,0.09467017160115011,0.293,-0.615,0.14987017330895513,0.9079999999999999,-0.116984375,0.07994696759072932,0.281,-0.52,0.14169284251892808,0.801,-0.113892236328125,0.10889924232421408,0.728,-0.574,0.15757692240493015,1.302,-0.11432983398437499,0.11665167437019873,0.457,-0.74,0.1633368423603984,1.197,-0.11408266601562497,0.08179558500846325,0.371,-0.627,0.14037582559724937,0.998,-0.114042138671875,0.08596409322468136,0.508,-0.757,0.14281258598875968,1.2650000000000001
2003.11.01.08.41,-0.11782568359375001,0.09399035898718822,0.337,-0.784,0.1507218607132854,1.121,-0.11724609374999999,0.08452727453899841,0.605,-0.596,0.14453894506542173,1.201,-0.117585107421875,0.09513681186360248,0.317,-0.657,0.15125234034217247,0.974,-0.117398046875,0.08114361037073592,0.261,-0.591,0.14271155143877634,0.852,-0.11446567382812498,0.1110578945893545,0.417,-0.593,0.15948744914740742,1.01,-0.113849560546875,0.11584467423930876,0.454,-0.737,0.16242447779299807,1.191,-0.1149076171875,0.08061435770717866,0.366,-0.608,0.1403653630930722,0.974,-0.112542822265625,0.08525823378403001,0.422,-0.62,0.14119083989935174,1.042
2003.11.01.08.51,-0.117229541015625,0.09272758213528767,0.327,-0.735,0.1494696282707314,1.062,-0.11687519531249999,0.08298796946626498,0.645,-0.542,0.14334160022641282,1.187,-0.115992578125,0.09364064478137697,0.317,-0.608,0.149073299202628,0.925,-0.11605722656249999,0.079144349594755,0.361,-0.486,0.14047458101078733,0.847,-0.11349169921874999,0.10986071450365358,0.386,-0.664,0.1579548745142501,1.05,-0.11544697265625001,0.11546072122211981,0.53,-0.708,0.16327639645896463,1.238,-0.11414633789062498,0.08368459853812643,0.559,-0.828,0.1415362090997499,1.387,-0.113848095703125,0.084216399093386,0.591,-0.618,0.14161140763188668,1.209
2003.11.01.09.01,-0.11711894531249997,0.09185890490641821,0.398,-0.605,0.1488452409777308,1.0030000000000001,-0.11680849609375002,0.08238252257288946,0.703,-0.588,0.14293741562360868,1.291,-0.11657275390624999,0.09315725783500647,0.32,-0.652,0.14922292598868647,0.972,-0.11584682617187499,0.07887357692781374,0.234,-0.525,0.1401482367762234,0.759,-0.113367138671875,0.10974700675826535,0.415,-0.811,0.15778629098577251,1.226,-0.11274824218749999,0.11694437403314382,0.444,-0.662,0.16244430656189524,1.106,-0.113378369140625,0.08218953093306074,0.435,-0.549,0.14003490130672558,0.984,-0.113804150390625,0.08511302556862924,0.442,-0.62,0.1421112654492181,1.062
2003.11.01.09.11,-0.117418994140625,0.0923132589284348,0.408,-0.659,0.1493618356843018,1.067,-0.11774174804687501,0.081974025607433,0.413,-0.569,0.14346727887369257,0.982,-0.117958984375,0.09415673579645539,0.422,-0.706,0.15092982770355567,1.128,-0.11754580078124999,0.0813966048265432,0.332,-0.669,0.1429770001034913,1.0010000000000001,-0.114855517578125,0.109242811967775,0.449,-0.811,0.1585111412007548,1.26,-0.115523095703125,0.1157601362065424,0.449,-0.703,0.16354202755068994,1.152,-0.1149361328125,0.0837532958953026,0.356,-0.618,0.14221437761077024,0.974,-0.11521640624999999,0.08399309137544415,0.388,-0.596,0.14258211552634767,0.984
2003.11.01.09.21,-0.11713764648437501,0.09198065910368584,0.374,-0.691,0.14893511967647818,1.065,-0.11687387695312501,0.08155752356231566,0.662,-0.598,0.14251713147433145,1.26,-0.11666591796875,0.0924128300758823,0.32,-0.603,0.14883234721701125,0.923,-0.11727631835937499,0.07798036277321617,0.232,-0.522,0.1408356198771173,0.754,-0.11378051757812499,0.11031712065980336,0.4,-0.623,0.15847988292214132,1.0230000000000001,-0.11379946289062501,0.11578401679261861,0.408,-0.647,0.16234610034992564,1.055,-0.11319492187499999,0.0810363175333683,0.371,-0.613,0.13921197900201066,0.984,-0.11377548828125002,0.08287868808226964,0.439,-0.591,0.1407612825739912,1.03
2003.11.01.09.31,-0.116815185546875,0.09148734529691684,0.432,-0.686,0.1483769588710731,1.118,-0.11686416015624998,0.08244715580698857,0.474,-0.562,0.14302015742435575,1.036,-0.11619277343749998,0.0935967995461212,0.288,-0.571,0.14920161354481057,0.859,-0.11588056640625,0.07959627126743554,0.342,-0.474,0.14058403917341578,0.8160000000000001,-0.11395825195312499,0.11007379300946801,0.381,-0.75,0.15843838895830495,1.131,-0.114576611328125,0.11376377959910243,0.461,-0.728,0.1614620618353097,1.189,-0.10963984375,0.08112612657138012,0.337,-0.518,0.13639040930358703,0.855,-0.113396435546875,0.08273042227921842,0.432,-0.542,0.14036764002160318,0.974
2003.11.01.09.41,-0.117373681640625,0.0922848112498589,0.415,-0.813,0.1493086317976857,1.228,-0.116338671875,0.0828492427250309,0.503,-0.544,0.1428239601528749,1.0470000000000002,-0.117710888671875,0.09413036566810853,0.305,-0.688,0.15071953772731117,0.9929999999999999,-0.11736767578125,0.07934662183452507,0.259,-0.537,0.14167236044777312,0.796,-0.1153294921875,0.10863884418636079,0.518,-0.657,0.15844017872488972,1.175,-0.11511225585937498,0.11538436211926169,0.398,-0.747,0.16298583518423657,1.145,-0.115386181640625,0.08034952657222735,0.33,-0.559,0.1406058936673153,0.889,-0.11559775390625,0.08244761721722958,0.435,-0.537,0.14198750048144643,0.972
2003.11.01.09.51,-0.11714091796875,0.09246902915605626,0.408,-0.652,0.14923979367321907,1.06,-0.1170689453125,0.0825651041204387,0.396,-0.559,0.14325548636963265,0.9550000000000001,-0.11679057617187501,0.09368810998310878,0.295,-0.603,0.1497247495732273,0.8979999999999999,-0.11645395507812499,0.07949057425563215,0.259,-0.479,0.14099742922772784,0.738,-0.114220361328125,0.11084325277176636,0.449,-0.679,0.15916192266667656,1.1280000000000001,-0.11448256835937501,0.11744735933885084,0.557,-0.647,0.16401262351974047,1.2040000000000002,-0.11434296875000001,0.08043320300643277,0.4,-0.542,0.13979919401927002,0.9420000000000001,-0.114722021484375,0.08304654970194714,0.31,-0.62,0.14162581555231862,0.9299999999999999
2003.11.01.10.01,-0.11641816406249998,0.09174818704648519,0.391,-0.676,0.14822590444993075,1.0670000000000002,-0.11685634765625,0.08322742672530874,0.671,-0.525,0.1434650150624709,1.1960000000000002,-0.11861171875000001,0.09383760136042027,0.305,-0.632,0.15124230642881062,0.937,-0.11729755859374999,0.07983262357588083,0.242,-0.498,0.14188715600456053,0.74,-0.11424228515624998,0.1102511297466065,0.388,-0.684,0.15876590102451155,1.072,-0.11329711914062501,0.11519884283332948,0.447,-0.925,0.16157664000623087,1.372,-0.11415244140625,0.0811423499834483,0.356,-0.569,0.14005306437148654,0.9249999999999999,-0.11432138671875,0.08486820683206116,0.439,-0.569,0.14237974572314524,1.008
2003.11.01.10.11,-0.11818120117187499,0.09181276393407092,0.427,-0.608,0.14965420118272868,1.035,-0.11733925781249999,0.08311133488380457,0.496,-0.62,0.1437914997840841,1.116,-0.1180384765625,0.09495139476179583,0.278,-0.654,0.1514887762060485,0.932,-0.11772167968749998,0.08020204392846637,0.205,-0.554,0.14244564478688002,0.759,-0.11469921875,0.11017690302566664,0.352,-0.771,0.15904358126685747,1.123,-0.114666943359375,0.11597304778916742,0.549,-0.674,0.16308971676010303,1.223,-0.115172802734375,0.08107133163482094,0.356,-0.605,0.14084507553597453,0.961,-0.114405419921875,0.0840879633827507,0.405,-0.71,0.14198375151178172,1.115
2003.11.01.10.21,-0.1168662109375,0.0900575335359597,0.349,-0.583,0.1475400644078372,0.9319999999999999,-0.11656074218749998,0.08112998119961053,0.33,-0.557,0.142015775422134,0.887,-0.11597558593750001,0.09215418036443628,0.276,-0.625,0.14813078509272642,0.901,-0.11650390625,0.07970369617502039,0.33,-0.552,0.14115891525323063,0.8820000000000001,-0.11319804687500001,0.10811076467027486,0.41,-0.605,0.15653030139211466,1.015,-0.11396103515625,0.11433231548671378,0.62,-0.674,0.16142798982344264,1.294,-0.11403691406250001,0.08016415351293707,0.339,-0.515,0.13939407906128493,0.8540000000000001,-0.11339428710937498,0.0838490503157147,0.439,-0.598,0.14102810921192493,1.037
2003.11.01.10.31,-0.11721513671875002,0.09114133140574038,0.52,-0.608,0.14847939441688957,1.1280000000000001,-0.11614780273437501,0.08270545959566293,0.518,-0.554,0.14258508030980355,1.072,-0.11697255859375,0.09374727354835698,0.366,-0.688,0.14990373831802445,1.0539999999999998,-0.11660244140625001,0.07980777047640496,0.217,-0.464,0.14129900767631917,0.681,-0.114533544921875,0.11078309698624252,0.437,-0.596,0.15934499518414244,1.033,-0.11326308593750001,0.11527696998632028,0.464,-0.642,0.16160849744154082,1.106,-0.11377065429687501,0.080872884367624,0.366,-0.522,0.13958576290251856,0.888,-0.11311337890624999,0.08363718110501075,0.417,-0.588,0.14067627572117927,1.005
2003.11.01.10.41,-0.11855913085937501,0.091680483497431,0.376,-0.842,0.14987187382712316,1.218,-0.1183822265625,0.08214157103390109,0.408,-0.596,0.14408882419470465,1.004,-0.11696547851562497,0.09376782970904916,0.3,-0.613,0.1499110704809167,0.913,-0.116834130859375,0.07979778628766944,0.193,-0.603,0.14148463107376053,0.796,-0.114528662109375,0.10902142653675233,0.559,-0.781,0.15812174388322398,1.34,-0.11533500976562498,0.11346075615991114,0.493,-0.786,0.16178846580030243,1.279,-0.11506440429687499,0.08252225671926132,0.469,-0.757,0.1415971044556857,1.226,-0.11508730468750002,0.0840340518485158,0.515,-0.635,0.1425019633910793,1.15
2003.11.01.10.51,-0.11611826171874999,0.09093341044555421,0.437,-0.72,0.1474867310636579,1.157,-0.11664135742187501,0.08209293655926209,0.559,-0.583,0.1426339948754876,1.142,-0.11635927734375,0.09316290766771274,0.281,-0.776,0.14905974905742495,1.057,-0.11647255859374998,0.07998636559166175,0.239,-0.667,0.14129287167418425,0.906,-0.113917529296875,0.10981848520501342,0.542,-0.698,0.15823180203052775,1.24,-0.11376318359375,0.11613035582047328,0.586,-0.713,0.162567898074543,1.299,-0.11345766601562499,0.08092999039016696,0.432,-0.615,0.13936393120985655,1.047,-0.11056791992187501,0.08365100887210931,0.405,-0.681,0.1386461546569968,1.086
2003.11.01.11.01,-0.117234912109375,0.09331135633243011,0.393,-0.757,0.14983669055972448,1.15,-0.11669599609375,0.08336431870054618,0.615,-0.596,0.14341396423193506,1.2109999999999999,-0.11680356445312498,0.09304262472969874,0.286,-0.654,0.14933185422255654,0.94,-0.11683471679687499,0.07914022782364472,0.239,-0.603,0.14111529580093143,0.842,-0.1140287109375,0.11025756624360669,0.422,-0.762,0.15861676403215155,1.184,-0.11419731445312502,0.11590934623886986,0.496,-0.779,0.16271448360188506,1.275,-0.1141548828125,0.08115239711918183,0.442,-0.547,0.14006087543680784,0.9890000000000001,-0.11171420898437498,0.08442241441653552,0.486,-0.642,0.14002574243660298,1.1280000000000001
2003.11.01.11.11,-0.11845712890625,0.09059450897598911,0.425,-0.657,0.14912899263829452,1.082,-0.11738193359375,0.08173118826092317,0.464,-0.588,0.14303323204329127,1.052,-0.11765874023437499,0.09226326122488025,0.305,-0.659,0.14951952556569534,0.964,-0.11812568359375,0.07976036206022395,0.291,-0.537,0.14253207526893288,0.8280000000000001,-0.115408447265625,0.10908260119616615,0.378,-0.771,0.15880215232793407,1.149,-0.11613935546874998,0.1163800717794807,0.471,-0.774,0.1644161518710791,1.245,-0.11554658203124998,0.07926493893871435,0.359,-0.684,0.14012117314689632,1.0430000000000001,-0.12047412109375,0.08267130660483697,0.376,-0.703,0.1461114601564932,1.079
2003.11.01.11.21,-0.11637260742187498,0.09034330401155799,0.371,-0.632,0.1473244594013181,1.0030000000000001,-0.11657719726562502,0.08126258735163544,0.403,-0.554,0.14210507037185768,0.9570000000000001,-0.11726362304687502,0.09315019995113284,0.33,-0.557,0.14975886297984378,0.887,-0.11697412109375001,0.07924971173922944,0.271,-0.51,0.14129211519545687,0.781,-0.114306640625,0.11110103138428598,0.464,-0.64,0.15940341045794784,1.104,-0.1137021484375,0.11368276195834603,0.42,-0.63,0.16078541266477273,1.05,-0.11377949218750001,0.08119298125102703,0.349,-0.615,0.1397786573367873,0.964,-0.10920449218750002,0.08503805145147672,0.386,-0.576,0.1384091445988803,0.962
2003.11.01.11.31,-0.11758471679687499,0.0906488581247129,0.383,-0.632,0.1484701353926628,1.0150000000000001,-0.11617241210937501,0.08222686563567692,0.469,-0.527,0.14232809549620948,0.996,-0.11763994140625,0.09123602336452179,0.234,-0.71,0.14887299208868443,0.944,-0.1171076171875,0.0779581708791465,0.249,-0.61,0.14068287177249492,0.859,-0.1144947265625,0.10861733184385611,0.354,-0.813,0.15781877957803375,1.1669999999999998,-0.11353525390625001,0.11375276364832128,0.359,-0.625,0.16071697208816343,0.984,-0.113708935546875,0.08170202205843655,0.361,-0.559,0.14001765042893924,0.92,-0.113834228515625,0.08409334883712917,0.383,-0.562,0.14152711012520047,0.9450000000000001
2003.11.01.11.41,-0.11883789062500001,0.09215034680272798,0.435,-0.718,0.15037995432923398,1.153,-0.11876835937500001,0.08217374739288455,0.352,-0.503,0.14442454067511779,0.855,-0.11742666015625,0.09394864315653961,0.276,-0.718,0.15038406852591218,0.994,-0.11789921875,0.08060360301935732,0.305,-0.52,0.1428186493479143,0.825,-0.11501542968749998,0.10844290042483068,0.432,-0.691,0.15807723339795013,1.123,-0.11511650390625001,0.11574597556906062,0.41,-0.62,0.16324503156920656,1.03,-0.11513955078125,0.08125584689415097,0.337,-0.52,0.1409241952561509,0.857,-0.11483251953125002,0.08382522319709376,0.427,-0.598,0.14217304802928543,1.025
2003.11.01.11.51,-0.11603837890624999,0.09330713780070393,0.569,-0.684,0.1488997224434955,1.2530000000000001,-0.11621059570312502,0.08397575935480102,0.476,-0.552,0.1433765347359554,1.028,-0.117302197265625,0.09471687062561518,0.278,-0.627,0.15076833574876763,0.905,-0.11676806640625,0.08112119487279106,0.322,-0.615,0.14218097478159217,0.937,-0.11443979492187499,0.11186940143270217,0.4,-0.708,0.16003508877328082,1.108,-0.114123779296875,0.11746902334770555,0.581,-0.75,0.16377792417559095,1.331,-0.113488427734375,0.08340452802917937,0.359,-0.576,0.14084011688929624,0.9349999999999999,-0.11327021484375,0.08479577506169289,0.415,-0.64,0.1414936925769573,1.055
2003.11.01.12.01,-0.11650400390625,0.09259501867794366,0.374,-0.613,0.1488187501968628,0.987,-0.11611015625000001,0.08555453575501908,0.53,-0.583,0.14422602737597764,1.113,-0.11679545898437502,0.09478462793232774,0.281,-0.61,0.15041710318856905,0.891,-0.11560615234375,0.08031428233212114,0.3,-0.623,0.14076635395665402,0.923,-0.114808984375,0.11219655098127351,0.408,-0.83,0.16052778247179675,1.238,-0.11343071289062498,0.11908581909140767,0.605,-0.686,0.1644626368983146,1.291,-0.11400146484375,0.08304186748662828,0.388,-0.601,0.14104001468444158,0.989,-0.11398461914062501,0.08557334212574491,0.435,-0.645,0.1425317167622811,1.08
2003.11.01.12.11,-0.117469091796875,0.09203407901931208,0.439,-0.874,0.1492288820185812,1.313,-0.11827197265625,0.08366678851028199,0.525,-0.53,0.14487370712322165,1.0550000000000002,-0.1172134765625,0.09428563460358641,0.344,-0.703,0.15042865412037942,1.047,-0.1176642578125,0.08035633939577998,0.254,-0.542,0.142485153077983,0.796,-0.114873828125,0.10940119641014197,0.425,-0.723,0.1586335972108762,1.148,-0.11527617187500001,0.11524123432378906,0.447,-0.718,0.1630004229768285,1.165,-0.11501831054687499,0.08006689772927073,0.322,-0.505,0.14014249845441917,0.827,-0.11427080078124999,0.08311541654661982,0.447,-0.583,0.14130105583082617,1.03
2003.11.01.12.21,-0.11691015624999998,0.09257610854541838,0.349,-0.698,0.14912518401602226,1.047,-0.11697338867187501,0.08343495094913217,0.647,-0.515,0.14368077358249998,1.162,-0.11668872070312501,0.09337703117417291,0.356,-0.669,0.14945075272555297,1.025,-0.11666997070312499,0.07967725495783806,0.234,-0.513,0.14128109222923066,0.747,-0.11394799804687498,0.10989486755502959,0.483,-0.879,0.1583067534056211,1.362,-0.114338037109375,0.11662785173050244,0.471,-0.95,0.16332557218420168,1.4209999999999998,-0.1143505859375,0.08131333492826794,0.381,-0.535,0.14031363063297256,0.916,-0.113768212890625,0.08356128420563738,0.581,-0.662,0.1411584020964458,1.2429999999999999
2003.11.01.12.31,-0.11702968750000001,0.09192262954124705,0.461,-0.63,0.14881437288825633,1.091,-0.11659746093750001,0.08286015829937156,0.554,-0.601,0.14304116096588684,1.155,-0.117810400390625,0.09308303028263262,0.278,-0.649,0.15014573242951954,0.927,-0.11773837890625001,0.07803529482226011,0.271,-0.454,0.14125095789221662,0.7250000000000001,-0.11405371093749998,0.10834581744628605,0.386,-0.642,0.15731199934117787,1.028,-0.11363017578124998,0.11293681147569744,0.449,-0.786,0.16020780328802653,1.235,-0.11399321289062499,0.08202361097068041,0.308,-0.623,0.1404361966937188,0.931,-0.113824072265625,0.08488996184295233,0.481,-0.637,0.14199375003438752,1.1179999999999999
2003.11.01.12.41,-0.117877001953125,0.09177877645200626,0.486,-0.808,0.14939321067734096,1.294,-0.11732255859374999,0.08255686344603548,0.708,-0.557,0.143458072122245,1.2650000000000001,-0.116793701171875,0.09454218102798291,0.312,-0.64,0.15026307805629807,0.952,-0.11682929687499999,0.08076553982326322,0.288,-0.549,0.14202871903685535,0.837,-0.11412709960937499,0.10977664694656109,0.396,-0.696,0.15835374034129449,1.092,-0.11493354492187499,0.11484085892505536,0.452,-0.784,0.162475052321743,1.236,-0.114911669921875,0.0832007036651459,0.361,-0.588,0.14186983109389176,0.949,-0.11450947265625,0.08637792035649235,0.53,-0.635,0.14343487878868583,1.165
2003.11.01.12.51,-0.117858544921875,0.09347772211322064,0.403,-0.63,0.15042845855282214,1.033,-0.11654145507812501,0.08455379054968647,0.674,-0.544,0.143983520751671,1.218,-0.11661416015625,0.0953678735392387,0.31,-0.635,0.1506449257437626,0.9450000000000001,-0.11641210937499999,0.08042438030294692,0.261,-0.564,0.14149155507043523,0.825,-0.11400288085937502,0.11051435074331421,0.457,-0.62,0.15877681998469778,1.077,-0.113745751953125,0.1149200947623882,0.481,-0.725,0.16169330310058647,1.206,-0.11399985351562499,0.08416921519824166,0.43,-0.591,0.14170541058361844,1.021,-0.11395004882812501,0.0849693510632793,0.481,-0.767,0.14214219728161964,1.248
